"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GEO","AIREMISSION","CO2","TONNE_CAP","A","2012",1.77,
"GEO","AIREMISSION","CO2","TONNE_CAP","A","2013",1.99,
"GEO","AIREMISSION","CO2","TONNE_CAP","A","2014",2.16,
"GEO","AIREMISSION","CO2","TONNE_CAP","A","2015",2.34,
"GEO","AIREMISSION","CO2","TONNE_CAP","A","2016",2.45,
"GEO","AIREMISSION","CO2","TONNE_CAP","A","2017",2.45,
"GEO","AIREMISSION","CO2","TONNE_CAP","A","2018",2.41,
"GEO","AIREMISSION","CO2","TONNE_CAP","A","2019",2.56,
"GEO","AIREMISSION","CO2","TONNE_CAP","A","2020",2.51,
"GEO","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"GHA","AIREMISSION","CO2","TONNE_CAP","A","2007",0.36,
"GHA","AIREMISSION","CO2","TONNE_CAP","A","2008",0.33,
"GHA","AIREMISSION","CO2","TONNE_CAP","A","2009",0.38,
"GHA","AIREMISSION","CO2","TONNE_CAP","A","2010",0.42,
"GHA","AIREMISSION","CO2","TONNE_CAP","A","2011",0.42,
"GHA","AIREMISSION","CO2","TONNE_CAP","A","2012",0.49,
"GHA","AIREMISSION","CO2","TONNE_CAP","A","2013",0.52,
"GHA","AIREMISSION","CO2","TONNE_CAP","A","2014",0.48,
"GHA","AIREMISSION","CO2","TONNE_CAP","A","2015",0.5,
"GHA","AIREMISSION","CO2","TONNE_CAP","A","2016",0.5,
"GHA","AIREMISSION","CO2","TONNE_CAP","A","2017",0.5,
"GHA","AIREMISSION","CO2","TONNE_CAP","A","2018",0.55,
"GHA","AIREMISSION","CO2","TONNE_CAP","A","2019",0.58,
"GHA","AIREMISSION","CO2","TONNE_CAP","A","2020",0.61,
"GHA","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"HTI","AIREMISSION","CO2","TONNE_CAP","A","2007",0.2,
"HTI","AIREMISSION","CO2","TONNE_CAP","A","2008",0.2,
"HTI","AIREMISSION","CO2","TONNE_CAP","A","2009",0.19,
"HTI","AIREMISSION","CO2","TONNE_CAP","A","2010",0.24,
"HTI","AIREMISSION","CO2","TONNE_CAP","A","2011",0.27,
"HTI","AIREMISSION","CO2","TONNE_CAP","A","2012",0.23,
"HTI","AIREMISSION","CO2","TONNE_CAP","A","2013",0.25,
"HTI","AIREMISSION","CO2","TONNE_CAP","A","2014",0.28,
"HTI","AIREMISSION","CO2","TONNE_CAP","A","2015",0.3,
"HTI","AIREMISSION","CO2","TONNE_CAP","A","2016",0.3,
"HTI","AIREMISSION","CO2","TONNE_CAP","A","2017",0.3,
"HTI","AIREMISSION","CO2","TONNE_CAP","A","2018",0.29,
"HTI","AIREMISSION","CO2","TONNE_CAP","A","2019",0.29,
"HTI","AIREMISSION","CO2","TONNE_CAP","A","2020",0.28,
"HTI","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"HKG","AIREMISSION","CO2","TONNE_CAP","A","2007",6.32,
"HKG","AIREMISSION","CO2","TONNE_CAP","A","2008",6.08,
"HKG","AIREMISSION","CO2","TONNE_CAP","A","2009",6.38,
"HKG","AIREMISSION","CO2","TONNE_CAP","A","2010",5.9,
"HKG","AIREMISSION","CO2","TONNE_CAP","A","2011",6.28,
"HKG","AIREMISSION","CO2","TONNE_CAP","A","2012",6.13,
"HKG","AIREMISSION","CO2","TONNE_CAP","A","2013",6.29,
"HKG","AIREMISSION","CO2","TONNE_CAP","A","2014",6.43,
"HKG","AIREMISSION","CO2","TONNE_CAP","A","2015",5.92,
"HKG","AIREMISSION","CO2","TONNE_CAP","A","2016",6,
"HKG","AIREMISSION","CO2","TONNE_CAP","A","2017",5.85,
"HKG","AIREMISSION","CO2","TONNE_CAP","A","2018",5.79,
"HKG","AIREMISSION","CO2","TONNE_CAP","A","2019",5.68,
"HKG","AIREMISSION","CO2","TONNE_CAP","A","2020",4.59,
"HKG","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"IND","AIREMISSION","CO2","TONNE_CAP","A","2007",1.07,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2008",1.12,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2009",1.22,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2010",1.27,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2011",1.33,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2012",1.43,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2013",1.45,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2014",1.57,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2015",1.55,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2016",1.56,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2017",1.63,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2018",1.71,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2019",1.67,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2020",1.5,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2007",1.53,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2008",1.49,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2009",1.53,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2010",1.62,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2011",1.84,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2012",1.82,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2013",1.66,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2014",1.78,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2015",1.78,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2016",1.72,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2017",1.82,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2018",1.99,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2019",2.11,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2020",1.95,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"IRN","AIREMISSION","CO2","TONNE_CAP","A","2007",6.73,
"IRN","AIREMISSION","CO2","TONNE_CAP","A","2008",6.76,
"IRN","AIREMISSION","CO2","TONNE_CAP","A","2009",6.92,
"IRN","AIREMISSION","CO2","TONNE_CAP","A","2010",6.76,
"IRN","AIREMISSION","CO2","TONNE_CAP","A","2011",6.8,
"IRN","AIREMISSION","CO2","TONNE_CAP","A","2012",6.81,
"IRN","AIREMISSION","CO2","TONNE_CAP","A","2013",7.04,
"IRN","AIREMISSION","CO2","TONNE_CAP","A","2014",7.22,
"IRN","AIREMISSION","CO2","TONNE_CAP","A","2015",7.08,
"IRN","AIREMISSION","CO2","TONNE_CAP","A","2016",7,
"IRN","AIREMISSION","CO2","TONNE_CAP","A","2017",7.12,
"IRN","AIREMISSION","CO2","TONNE_CAP","A","2018",7.17,
"IRN","AIREMISSION","CO2","TONNE_CAP","A","2019",6.98,
"IRN","AIREMISSION","CO2","TONNE_CAP","A","2020",6.76,
"IRN","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"ISR","AIREMISSION","CO2","TONNE_CAP","A","2007",8.9,
"ISR","AIREMISSION","CO2","TONNE_CAP","A","2008",8.77,
"ISR","AIREMISSION","CO2","TONNE_CAP","A","2009",8.54,
"ISR","AIREMISSION","CO2","TONNE_CAP","A","2010",8.98,
"ISR","AIREMISSION","CO2","TONNE_CAP","A","2011",8.7,
"ISR","AIREMISSION","CO2","TONNE_CAP","A","2012",9.33,
"ISR","AIREMISSION","CO2","TONNE_CAP","A","2013",8.04,
"ISR","AIREMISSION","CO2","TONNE_CAP","A","2014",7.6,
"ISR","AIREMISSION","CO2","TONNE_CAP","A","2015",7.64,
"ISR","AIREMISSION","CO2","TONNE_CAP","A","2016",7.4,
"ISR","AIREMISSION","CO2","TONNE_CAP","A","2017",7.34,
"ISR","AIREMISSION","CO2","TONNE_CAP","A","2018",6.72,
"ISR","AIREMISSION","CO2","TONNE_CAP","A","2019",6.77,
"ISR","AIREMISSION","CO2","TONNE_CAP","A","2020",6.23,
"ISR","AIREMISSION","CO2","TONNE_CAP","A","2021",6.19,
"KAZ","AIREMISSION","CO2","TONNE_CAP","A","2007",12.09,
"KAZ","AIREMISSION","CO2","TONNE_CAP","A","2008",14.6,
"KAZ","AIREMISSION","CO2","TONNE_CAP","A","2009",12.6,
"KAZ","AIREMISSION","CO2","TONNE_CAP","A","2010",13.55,
"KAZ","AIREMISSION","CO2","TONNE_CAP","A","2011",14.18,
"KAZ","AIREMISSION","CO2","TONNE_CAP","A","2012",13.93,
"KAZ","AIREMISSION","CO2","TONNE_CAP","A","2013",14.63,
"KAZ","AIREMISSION","CO2","TONNE_CAP","A","2014",11.44,
"KAZ","AIREMISSION","CO2","TONNE_CAP","A","2015",10.26,
"KAZ","AIREMISSION","CO2","TONNE_CAP","A","2016",10.87,
"KAZ","AIREMISSION","CO2","TONNE_CAP","A","2017",11.42,
"KAZ","AIREMISSION","CO2","TONNE_CAP","A","2018",11.42,
"KAZ","AIREMISSION","CO2","TONNE_CAP","A","2019",10.67,
"KAZ","AIREMISSION","CO2","TONNE_CAP","A","2020",10.9,
"KAZ","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"LVA","AIREMISSION","CO2","TONNE_CAP","A","2007",3.8,
"LVA","AIREMISSION","CO2","TONNE_CAP","A","2008",3.65,
"LVA","AIREMISSION","CO2","TONNE_CAP","A","2009",3.36,
"LVA","AIREMISSION","CO2","TONNE_CAP","A","2010",3.86,
"LVA","AIREMISSION","CO2","TONNE_CAP","A","2011",3.57,
"LVA","AIREMISSION","CO2","TONNE_CAP","A","2012",3.44,
"LVA","AIREMISSION","CO2","TONNE_CAP","A","2013",3.43,
"LVA","AIREMISSION","CO2","TONNE_CAP","A","2014",3.37,
"LVA","AIREMISSION","CO2","TONNE_CAP","A","2015",3.46,
"LVA","AIREMISSION","CO2","TONNE_CAP","A","2016",3.47,
"LVA","AIREMISSION","CO2","TONNE_CAP","A","2017",3.44,
"LVA","AIREMISSION","CO2","TONNE_CAP","A","2018",3.76,
"LVA","AIREMISSION","CO2","TONNE_CAP","A","2019",3.66,
"LVA","AIREMISSION","CO2","TONNE_CAP","A","2020",3.36,
"LVA","AIREMISSION","CO2","TONNE_CAP","A","2021",3.52,
"LTU","AIREMISSION","CO2","TONNE_CAP","A","2007",3.93,
"LTU","AIREMISSION","CO2","TONNE_CAP","A","2008",3.94,
"LTU","AIREMISSION","CO2","TONNE_CAP","A","2009",3.61,
"LTU","AIREMISSION","CO2","TONNE_CAP","A","2010",3.98,
"LTU","AIREMISSION","CO2","TONNE_CAP","A","2011",3.81,
"LTU","AIREMISSION","CO2","TONNE_CAP","A","2012",3.86,
"LTU","AIREMISSION","CO2","TONNE_CAP","A","2013",3.68,
"LTU","AIREMISSION","CO2","TONNE_CAP","A","2014",3.57,
"LTU","AIREMISSION","CO2","TONNE_CAP","A","2015",3.63,
"LTU","AIREMISSION","CO2","TONNE_CAP","A","2016",3.75,
"LTU","AIREMISSION","CO2","TONNE_CAP","A","2017",3.81,
"LTU","AIREMISSION","CO2","TONNE_CAP","A","2018",3.98,
"LTU","AIREMISSION","CO2","TONNE_CAP","A","2019",3.99,
"LTU","AIREMISSION","CO2","TONNE_CAP","A","2020",3.99,
"LTU","AIREMISSION","CO2","TONNE_CAP","A","2021",4.02,
"MKD","AIREMISSION","CO2","TONNE_CAP","A","2007",4.56,
"MKD","AIREMISSION","CO2","TONNE_CAP","A","2008",4.46,
"MKD","AIREMISSION","CO2","TONNE_CAP","A","2009",4.15,
"MKD","AIREMISSION","CO2","TONNE_CAP","A","2010",4.05,
"MKD","AIREMISSION","CO2","TONNE_CAP","A","2011",4.45,
"MKD","AIREMISSION","CO2","TONNE_CAP","A","2012",4.27,
"MKD","AIREMISSION","CO2","TONNE_CAP","A","2013",3.81,
"MKD","AIREMISSION","CO2","TONNE_CAP","A","2014",3.6,
"MKD","AIREMISSION","CO2","TONNE_CAP","A","2015",3.45,
"MKD","AIREMISSION","CO2","TONNE_CAP","A","2016",3.36,
"MKD","AIREMISSION","CO2","TONNE_CAP","A","2017",3.58,
"MKD","AIREMISSION","CO2","TONNE_CAP","A","2018",3.35,
"MKD","AIREMISSION","CO2","TONNE_CAP","A","2019",3.83,
"MKD","AIREMISSION","CO2","TONNE_CAP","A","2020",3.28,
"MKD","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"MYS","AIREMISSION","CO2","TONNE_CAP","A","2007",6.66,
"MYS","AIREMISSION","CO2","TONNE_CAP","A","2008",6.99,
"MYS","AIREMISSION","CO2","TONNE_CAP","A","2009",6.12,
"MYS","AIREMISSION","CO2","TONNE_CAP","A","2010",6.73,
"MYS","AIREMISSION","CO2","TONNE_CAP","A","2011",6.68,
"MYS","AIREMISSION","CO2","TONNE_CAP","A","2012",6.63,
"MYS","AIREMISSION","CO2","TONNE_CAP","A","2013",7.08,
"MYS","AIREMISSION","CO2","TONNE_CAP","A","2014",7.37,
"MYS","AIREMISSION","CO2","TONNE_CAP","A","2015",7.28,
"MYS","AIREMISSION","CO2","TONNE_CAP","A","2016",7.05,
"MYS","AIREMISSION","CO2","TONNE_CAP","A","2017",6.78,
"MYS","AIREMISSION","CO2","TONNE_CAP","A","2018",7.23,
"MYS","AIREMISSION","CO2","TONNE_CAP","A","2019",7.23,
"MYS","AIREMISSION","CO2","TONNE_CAP","A","2020",7.08,
"MYS","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"MLT","AIREMISSION","CO2","TONNE_CAP","A","2007",6.67,
"MLT","AIREMISSION","CO2","TONNE_CAP","A","2008",6.66,
"MLT","AIREMISSION","CO2","TONNE_CAP","A","2009",6.09,
"MLT","AIREMISSION","CO2","TONNE_CAP","A","2010",6.23,
"MLT","AIREMISSION","CO2","TONNE_CAP","A","2011",6.19,
"MLT","AIREMISSION","CO2","TONNE_CAP","A","2012",6.47,
"MLT","AIREMISSION","CO2","TONNE_CAP","A","2013",5.57,
"MLT","AIREMISSION","CO2","TONNE_CAP","A","2014",5.42,
"MLT","AIREMISSION","CO2","TONNE_CAP","A","2015",3.72,
"MLT","AIREMISSION","CO2","TONNE_CAP","A","2016",2.97,
"MLT","AIREMISSION","CO2","TONNE_CAP","A","2017",3.25,
"MLT","AIREMISSION","CO2","TONNE_CAP","A","2018",3.2,
"MLT","AIREMISSION","CO2","TONNE_CAP","A","2019",3.29,
"MLT","AIREMISSION","CO2","TONNE_CAP","A","2020",3.07,
"MLT","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"MDA","AIREMISSION","CO2","TONNE_CAP","A","2007",2.59,
"MDA","AIREMISSION","CO2","TONNE_CAP","A","2008",2.57,
"MDA","AIREMISSION","CO2","TONNE_CAP","A","2009",2.55,
"MDA","AIREMISSION","CO2","TONNE_CAP","A","2010",2.78,
"MDA","AIREMISSION","CO2","TONNE_CAP","A","2011",2.77,
"MDA","AIREMISSION","CO2","TONNE_CAP","A","2012",2.69,
"MDA","AIREMISSION","CO2","TONNE_CAP","A","2013",2.35,
"MDA","AIREMISSION","CO2","TONNE_CAP","A","2014",2.54,
"MDA","AIREMISSION","CO2","TONNE_CAP","A","2015",2.67,
"MDA","AIREMISSION","CO2","TONNE_CAP","A","2016",2.75,
"MDA","AIREMISSION","CO2","TONNE_CAP","A","2017",2.73,
"MDA","AIREMISSION","CO2","TONNE_CAP","A","2018",2.94,
"MDA","AIREMISSION","CO2","TONNE_CAP","A","2019",3.11,
"MDA","AIREMISSION","CO2","TONNE_CAP","A","2020",3.07,
"MDA","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"MOZ","AIREMISSION","CO2","TONNE_CAP","A","2007",0.09,
"MOZ","AIREMISSION","CO2","TONNE_CAP","A","2008",0.09,
"MOZ","AIREMISSION","CO2","TONNE_CAP","A","2009",0.1,
"MOZ","AIREMISSION","CO2","TONNE_CAP","A","2010",0.1,
"MOZ","AIREMISSION","CO2","TONNE_CAP","A","2011",0.12,
"MOZ","AIREMISSION","CO2","TONNE_CAP","A","2012",0.13,
"MOZ","AIREMISSION","CO2","TONNE_CAP","A","2013",0.14,
"MOZ","AIREMISSION","CO2","TONNE_CAP","A","2014",0.16,
"MOZ","AIREMISSION","CO2","TONNE_CAP","A","2015",0.18,
"MOZ","AIREMISSION","CO2","TONNE_CAP","A","2016",0.23,
"MOZ","AIREMISSION","CO2","TONNE_CAP","A","2017",0.22,
"MOZ","AIREMISSION","CO2","TONNE_CAP","A","2018",0.2,
"MOZ","AIREMISSION","CO2","TONNE_CAP","A","2019",0.21,
"MOZ","AIREMISSION","CO2","TONNE_CAP","A","2020",0.19,
"MOZ","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"NGA","AIREMISSION","CO2","TONNE_CAP","A","2007",0.33,
"NGA","AIREMISSION","CO2","TONNE_CAP","A","2008",0.35,
"NGA","AIREMISSION","CO2","TONNE_CAP","A","2009",0.29,
"NGA","AIREMISSION","CO2","TONNE_CAP","A","2010",0.36,
"NGA","AIREMISSION","CO2","TONNE_CAP","A","2011",0.41,
"NGA","AIREMISSION","CO2","TONNE_CAP","A","2012",0.42,
"NGA","AIREMISSION","CO2","TONNE_CAP","A","2013",0.48,
"NGA","AIREMISSION","CO2","TONNE_CAP","A","2014",0.52,
"NGA","AIREMISSION","CO2","TONNE_CAP","A","2015",0.47,
"NGA","AIREMISSION","CO2","TONNE_CAP","A","2016",0.47,
"NGA","AIREMISSION","CO2","TONNE_CAP","A","2017",0.45,
"NGA","AIREMISSION","CO2","TONNE_CAP","A","2018",0.46,
"NGA","AIREMISSION","CO2","TONNE_CAP","A","2019",0.48,
"NGA","AIREMISSION","CO2","TONNE_CAP","A","2020",0.43,
"NGA","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"PAK","AIREMISSION","CO2","TONNE_CAP","A","2007",0.81,
"PAK","AIREMISSION","CO2","TONNE_CAP","A","2008",0.76,
"PAK","AIREMISSION","CO2","TONNE_CAP","A","2009",0.76,
"PAK","AIREMISSION","CO2","TONNE_CAP","A","2010",0.72,
"PAK","AIREMISSION","CO2","TONNE_CAP","A","2011",0.71,
"PAK","AIREMISSION","CO2","TONNE_CAP","A","2012",0.71,
"PAK","AIREMISSION","CO2","TONNE_CAP","A","2013",0.7,
"PAK","AIREMISSION","CO2","TONNE_CAP","A","2014",0.72,
"PAK","AIREMISSION","CO2","TONNE_CAP","A","2015",0.76,
"PAK","AIREMISSION","CO2","TONNE_CAP","A","2016",0.82,
"PAK","AIREMISSION","CO2","TONNE_CAP","A","2017",0.88,
"PAK","AIREMISSION","CO2","TONNE_CAP","A","2018",0.81,
"PAK","AIREMISSION","CO2","TONNE_CAP","A","2019",0.78,
"PAK","AIREMISSION","CO2","TONNE_CAP","A","2020",0.75,
"PAK","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"PRY","AIREMISSION","CO2","TONNE_CAP","A","2007",0.59,
"PRY","AIREMISSION","CO2","TONNE_CAP","A","2008",0.67,
"PRY","AIREMISSION","CO2","TONNE_CAP","A","2009",0.7,
"PRY","AIREMISSION","CO2","TONNE_CAP","A","2010",0.77,
"PRY","AIREMISSION","CO2","TONNE_CAP","A","2011",0.79,
"PRY","AIREMISSION","CO2","TONNE_CAP","A","2012",0.76,
"PRY","AIREMISSION","CO2","TONNE_CAP","A","2013",0.78,
"PRY","AIREMISSION","CO2","TONNE_CAP","A","2014",0.81,
"PRY","AIREMISSION","CO2","TONNE_CAP","A","2015",0.9,
"PRY","AIREMISSION","CO2","TONNE_CAP","A","2016",1,
"PRY","AIREMISSION","CO2","TONNE_CAP","A","2017",1.12,
"PRY","AIREMISSION","CO2","TONNE_CAP","A","2018",1.16,
"PRY","AIREMISSION","CO2","TONNE_CAP","A","2019",1.11,
"PRY","AIREMISSION","CO2","TONNE_CAP","A","2020",1.02,
"PRY","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"PER","AIREMISSION","CO2","TONNE_CAP","A","2007",1.09,
"PER","AIREMISSION","CO2","TONNE_CAP","A","2008",1.23,
"PER","AIREMISSION","CO2","TONNE_CAP","A","2009",1.31,
"PER","AIREMISSION","CO2","TONNE_CAP","A","2010",1.43,
"PER","AIREMISSION","CO2","TONNE_CAP","A","2011",1.54,
"PER","AIREMISSION","CO2","TONNE_CAP","A","2012",1.49,
"PER","AIREMISSION","CO2","TONNE_CAP","A","2013",1.52,
"PER","AIREMISSION","CO2","TONNE_CAP","A","2014",1.6,
"PER","AIREMISSION","CO2","TONNE_CAP","A","2015",1.63,
"PER","AIREMISSION","CO2","TONNE_CAP","A","2016",1.69,
"PER","AIREMISSION","CO2","TONNE_CAP","A","2017",1.58,
"PER","AIREMISSION","CO2","TONNE_CAP","A","2018",1.57,
"PER","AIREMISSION","CO2","TONNE_CAP","A","2019",1.61,
"PER","AIREMISSION","CO2","TONNE_CAP","A","2020",1.29,
"PER","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"PHL","AIREMISSION","CO2","TONNE_CAP","A","2007",0.76,
"PHL","AIREMISSION","CO2","TONNE_CAP","A","2008",0.77,
"PHL","AIREMISSION","CO2","TONNE_CAP","A","2009",0.76,
"PHL","AIREMISSION","CO2","TONNE_CAP","A","2010",0.81,
"PHL","AIREMISSION","CO2","TONNE_CAP","A","2011",0.8,
"PHL","AIREMISSION","CO2","TONNE_CAP","A","2012",0.81,
"PHL","AIREMISSION","CO2","TONNE_CAP","A","2013",0.89,
"PHL","AIREMISSION","CO2","TONNE_CAP","A","2014",0.93,
"PHL","AIREMISSION","CO2","TONNE_CAP","A","2015",0.99,
"PHL","AIREMISSION","CO2","TONNE_CAP","A","2016",1.08,
"PHL","AIREMISSION","CO2","TONNE_CAP","A","2017",1.17,
"PHL","AIREMISSION","CO2","TONNE_CAP","A","2018",1.2,
"PHL","AIREMISSION","CO2","TONNE_CAP","A","2019",1.25,
"PHL","AIREMISSION","CO2","TONNE_CAP","A","2020",1.14,
"PHL","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"ROU","AIREMISSION","CO2","TONNE_CAP","A","2007",4.43,
"ROU","AIREMISSION","CO2","TONNE_CAP","A","2008",4.44,
"ROU","AIREMISSION","CO2","TONNE_CAP","A","2009",3.81,
"ROU","AIREMISSION","CO2","TONNE_CAP","A","2010",3.69,
"ROU","AIREMISSION","CO2","TONNE_CAP","A","2011",4.02,
"ROU","AIREMISSION","CO2","TONNE_CAP","A","2012",3.92,
"ROU","AIREMISSION","CO2","TONNE_CAP","A","2013",3.47,
"ROU","AIREMISSION","CO2","TONNE_CAP","A","2014",3.44,
"ROU","AIREMISSION","CO2","TONNE_CAP","A","2015",3.53,
"ROU","AIREMISSION","CO2","TONNE_CAP","A","2016",3.47,
"ROU","AIREMISSION","CO2","TONNE_CAP","A","2017",3.62,
"ROU","AIREMISSION","CO2","TONNE_CAP","A","2018",3.68,
"ROU","AIREMISSION","CO2","TONNE_CAP","A","2019",3.62,
"ROU","AIREMISSION","CO2","TONNE_CAP","A","2020",3.36,
"ROU","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2007",10.74,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2008",10.89,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2009",10.09,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2010",10.71,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2011",11.23,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2012",11.23,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2013",10.93,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2014",10.79,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2015",10.64,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2016",10.46,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2017",10.64,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2018",11.09,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2019",11.36,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2020",10.77,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2007",13.22,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2008",14.06,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2009",14.25,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2010",15.25,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2011",15.37,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2012",15.89,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2013",15.68,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2014",16.4,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2015",16.75,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2016",16.27,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2017",15.75,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2018",14.78,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2019",14.54,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2020",13.89,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"SGP","AIREMISSION","CO2","TONNE_CAP","A","2007",8.34,
"SGP","AIREMISSION","CO2","TONNE_CAP","A","2008",7.94,
"SGP","AIREMISSION","CO2","TONNE_CAP","A","2009",7.79,
"SGP","AIREMISSION","CO2","TONNE_CAP","A","2010",8.35,
"SGP","AIREMISSION","CO2","TONNE_CAP","A","2011",8.64,
"SGP","AIREMISSION","CO2","TONNE_CAP","A","2012",8.23,
"SGP","AIREMISSION","CO2","TONNE_CAP","A","2013",8.13,
"SGP","AIREMISSION","CO2","TONNE_CAP","A","2014",8.12,
"SGP","AIREMISSION","CO2","TONNE_CAP","A","2015",8.21,
"SGP","AIREMISSION","CO2","TONNE_CAP","A","2016",8.02,
"SGP","AIREMISSION","CO2","TONNE_CAP","A","2017",8.43,
"SGP","AIREMISSION","CO2","TONNE_CAP","A","2018",8.02,
"SGP","AIREMISSION","CO2","TONNE_CAP","A","2019",7.92,
"SGP","AIREMISSION","CO2","TONNE_CAP","A","2020",7.69,
"SGP","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"SVN","AIREMISSION","CO2","TONNE_CAP","A","2007",7.8,
"SVN","AIREMISSION","CO2","TONNE_CAP","A","2008",8.29,
"SVN","AIREMISSION","CO2","TONNE_CAP","A","2009",7.39,
"SVN","AIREMISSION","CO2","TONNE_CAP","A","2010",7.53,
"SVN","AIREMISSION","CO2","TONNE_CAP","A","2011",7.5,
"SVN","AIREMISSION","CO2","TONNE_CAP","A","2012",7.2,
"SVN","AIREMISSION","CO2","TONNE_CAP","A","2013",6.87,
"SVN","AIREMISSION","CO2","TONNE_CAP","A","2014",6.16,
"SVN","AIREMISSION","CO2","TONNE_CAP","A","2015",6.19,
"SVN","AIREMISSION","CO2","TONNE_CAP","A","2016",6.57,
"SVN","AIREMISSION","CO2","TONNE_CAP","A","2017",6.64,
"SVN","AIREMISSION","CO2","TONNE_CAP","A","2018",6.58,
"SVN","AIREMISSION","CO2","TONNE_CAP","A","2019",6.31,
"SVN","AIREMISSION","CO2","TONNE_CAP","A","2020",5.71,
"SVN","AIREMISSION","CO2","TONNE_CAP","A","2021",5.67,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2007",7.97,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2008",8.47,
